sp;site;orig;ID;ind;blk;trt;DOY;size_end;Torig;Porig;Tdest;Pdest
LEO;VES;SKJ;S_C_3;Lv261;Lv6;wa;246;4;6.58;2725;8.67;3029
LEO;VES;VES;V_P_1;Lv262;Lv6;c;246;3;8.67;3029;8.67;3029
LEO;VES;SKJ;S_P_4;Lv263;Lv6;wa;246;5;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_4;Lv264;Lv6;we;246;3;8.77;1848;8.67;3029
LEO;VES;RAM;R_P_6;Lv265;Lv6;we;246;NA;8.77;1848;8.67;3029
LEO;VES;VES;V_P_4;Lv266;Lv6;c;246;3;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_3;Lv267;Lv6;we;246;4;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_4;Lv268;Lv6;ww;246;2.5;5.87;1925;8.67;3029
LEO;VES;RAM;R_C_1;Lv269;Lv6;we;246;1.5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_C_4;Lv270;Lv6;wa;246;2.5;6.58;2725;8.67;3029
LEO;VES;VES;V_C_1;Lv271;Lv6;c;246;5.5;8.67;3029;8.67;3029
LEO;VES;VES;V_C_3;Lv272;Lv6;c;246;2;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_2;Lv273;Lv6;we;246;2;8.77;1848;8.67;3029
LEO;VES;RAM;R_C_5;Lv274;Lv6;we;246;5.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_C_4;Lv275;Lv6;ww;246;5.5;5.87;1925;8.67;3029
LEO;VES;VES;V_P_2;Lv276;Lv6;c;246;3.5;8.67;3029;8.67;3029
LEO;VES;GUD;G_P_2;Lv277;Lv6;ww;246;3;5.87;1925;8.67;3029
LEO;VES;VES;V_C_5;Lv278;Lv6;c;246;2.5;8.67;3029;8.67;3029
LEO;VES;RAM;R_C_4;Lv279;Lv6;we;246;5.5;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_1;Lv280;Lv6;ww;246;5;5.87;1925;8.67;3029
LEO;VES;GUD;G_C_2;Lv281;Lv6;ww;246;4;5.87;1925;8.67;3029
LEO;VES;RAM;R_C_6;Lv282;Lv6;we;246;2.5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_P_6;Lv283;Lv6;wa;246;4;6.58;2725;8.67;3029
LEO;VES;GUD;G_P_5;Lv284;Lv6;ww;246;3.5;5.87;1925;8.67;3029
LEO;VES;RAM;R_P_1;Lv285;Lv6;we;246;4;8.77;1848;8.67;3029
LEO;VES;GUD;G_P_3;Lv286;Lv6;ww;246;5;5.87;1925;8.67;3029
LEO;VES;SKJ;S_P_5;Lv287;Lv6;wa;246;4;6.58;2725;8.67;3029
LEO;VES;GUD;G_P_6;Lv288;Lv6;ww;246;4;5.87;1925;8.67;3029
LEO;VES;VES;V_P_5;Lv289;Lv6;c;246;3;8.67;3029;8.67;3029
LEO;VES;GUD;G_P_7;Lv290;Lv6;ww;246;6;5.87;1925;8.67;3029
LEO;VES;RAM;R_P_7;Lv291;Lv6;we;246;4.5;8.77;1848;8.67;3029
LEO;VES;SKJ;S_P_7;Lv292;Lv6;wa;246;3;6.58;2725;8.67;3029
LEO;VES;SKJ;S_P_1;Lv293;Lv6;wa;246;3.5;6.58;2725;8.67;3029
LEO;VES;GUD;G_C_5;Lv294;Lv6;ww;246;4;5.87;1925;8.67;3029
LEO;VES;VES;V_C_4;Lv295;Lv6;c;246;3;8.67;3029;8.67;3029
LEO;VES;GUD;G_C_1;Lv296;Lv6;ww;246;3;5.87;1925;8.67;3029
LEO;VES;SKJ;S_C_5;Lv297;Lv6;wa;246;4;6.58;2725;8.67;3029
LEO;VES;RAM;R_P_3;Lv298;Lv6;we;246;2;8.77;1848;8.67;3029
LEO;VES;RAM;R_P_2;Lv299;Lv6;we;246;5;8.77;1848;8.67;3029
LEO;VES;RAM;R_C_7;Lv300;Lv6;we;246;2.5;8.77;1848;8.67;3029
